1|1|1|1|1|1
1|1|2|2|1|2
1|1|3|3|1|3
1|1|4|4|1|4
1|1|5|5|2|1
1|1|6|6|2|2
1|1|7|7|2|3
1|1|8|8|2|4
1|1|9|9|3|1
1|1|10|10|3|2
1|1|11|11|3|3
1|1|12|12|3|4
1|1|13|13|4|1
1|1|14|14|4|2
1|1|15|15|4|3
1|1|16|16|4|4
1|1|17|17|4|4
1|1|18|18|4|4
1|1|19|19|4|4
1|1|20|20|4|4
1|1|21|21|4|4
1|1|22|22|4|4
1|1|23|23|4|4
1|1|24|24|4|4
1|1|25|25|4|4
1|1|26|26|4|4
1|1|27|27|4|4
1|1|28|28|4|4
1|1|29|29|4|4
1|1|30|30|4|4
1|1|31|31|4|4
1|1|32|32|4|4
1|1|33|33|4|4
1|1|34|34|4|4
1|1|35|35|4|4
1|1|36|36|4|4
1|1|37|37|4|4
1|1|38|38|4|4
1|1|39|39|4|4
1|1|40|40|4|4
1|1|41|41|4|4
1|1|42|42|4|4
1|1|43|43|4|4
1|1|44|44|4|4
1|1|45|45|4|4
1|1|46|46|4|4
1|1|47|47|4|4
1|1|48|48|4|4
1|1|49|49|4|4
1|1|50|50|4|4
1|1|51|51|4|4
1|1|52|52|4|4
1|1|53|53|4|4
1|1|54|54|4|4
1|1|55|55|4|4
1|1|56|56|4|4
1|1|57|57|4|4
1|1|58|58|4|4
1|1|59|59|4|4
1|1|60|60|4|4
1|1|61|61|4|4
1|1|62|62|4|4
1|1|63|63|4|4
1|1|64|64|4|4
1|1|65|65|4|4
1|1|66|66|4|4
1|1|67|67|4|4
1|1|68|68|4|4
1|1|69|69|4|4
1|1|70|70|4|4
1|1|71|71|4|4
1|1|72|72|4|4
1|1|73|73|4|4
1|1|74|74|4|4
1|1|75|75|4|4
1|1|76|76|4|4
1|1|77|77|4|4
1|1|78|78|4|4
1|1|79|79|4|4
1|1|80|80|4|4
1|1|81|81|4|4
1|1|82|82|4|4
1|1|83|83|4|4
1|1|84|84|4|4
1|1|85|85|4|4
1|1|86|86|4|4
1|1|87|87|4|4
1|1|88|88|4|4
1|1|89|89|4|4
1|1|90|90|4|4
1|1|91|91|4|4
1|1|92|92|4|4
1|1|93|93|4|4
1|1|94|94|4|4
1|1|95|95|4|4
1|1|96|96|4|4
1|1|97|96|4|4
1|1|98|96|4|4
1|1|99|96|4|4
1|1|100|96|4|4
1|1|101|96|4|4
1|1|102|96|4|4
1|1|103|96|4|4
1|1|104|96|4|4
1|2|1|1|1|1
1|2|2|2|1|2
1|2|3|3|1|3
1|2|4|4|1|4
1|2|5|5|2|1
1|2|6|6|2|2
1|2|7|7|2|3
1|2|8|8|2|4
1|2|9|9|3|1
1|2|10|10|3|2
1|2|11|11|3|3
1|2|12|12|3|4
1|2|13|13|4|1
1|2|14|14|4|2
1|2|15|15|4|3
1|2|16|16|4|4
1|2|17|17|4|4
1|2|18|18|4|4
1|2|19|19|4|4
1|2|20|20|4|4
1|2|21|21|4|4
1|2|22|22|4|4
1|2|23|23|4|4
1|2|24|24|4|4
1|2|25|25|4|4
1|2|26|26|4|4
1|2|27|27|4|4
1|2|28|28|4|4
1|2|29|29|4|4
1|2|30|30|4|4
1|2|31|31|4|4
1|2|32|32|4|4
1|2|33|33|4|4
1|2|34|34|4|4
1|2|35|35|4|4
1|2|36|36|4|4
1|2|37|37|4|4
1|2|38|38|4|4
1|2|39|39|4|4
1|2|40|40|4|4
1|2|41|41|4|4
1|2|42|42|4|4
1|2|43|43|4|4
1|2|44|44|4|4
1|2|45|45|4|4
1|2|46|46|4|4
1|2|47|47|4|4
1|2|48|48|4|4
1|2|49|49|4|4
1|2|50|50|4|4
1|2|51|51|4|4
1|2|52|52|4|4
1|2|53|53|4|4
1|2|54|54|4|4
1|2|55|55|4|4
1|2|56|56|4|4
1|2|57|57|4|4
1|2|58|58|4|4
1|2|59|59|4|4
1|2|60|60|4|4
1|2|61|61|4|4
1|2|62|62|4|4
1|2|63|63|4|4
1|2|64|64|4|4
1|2|65|65|4|4
1|2|66|66|4|4
1|2|67|67|4|4
1|2|68|68|4|4
1|2|69|69|4|4
1|2|70|70|4|4
1|2|71|71|4|4
1|2|72|72|4|4
1|2|73|73|4|4
1|2|74|74|4|4
1|2|75|75|4|4
1|2|76|76|4|4
1|2|77|77|4|4
1|2|78|78|4|4
1|2|79|79|4|4
1|2|80|80|4|4
1|2|81|81|4|4
1|2|82|82|4|4
1|2|83|83|4|4
1|2|84|84|4|4
1|2|85|85|4|4
1|2|86|86|4|4
1|2|87|87|4|4
1|2|88|88|4|4
1|2|89|89|4|4
1|2|90|90|4|4
1|2|91|91|4|4
1|2|92|92|4|4
1|2|93|93|4|4
1|2|94|94|4|4
1|2|95|95|4|4
1|2|96|96|4|4
1|2|97|96|4|4
1|2|98|96|4|4
1|2|99|96|4|4
1|2|100|96|4|4
1|2|101|96|4|4
1|2|102|96|4|4
1|2|103|96|4|4
1|2|104|96|4|4
2|1|1|1|1|1
2|1|2|2|1|2
2|1|3|3|1|3
2|1|4|4|1|4
2|1|5|5|2|1
2|1|6|6|2|2
2|1|7|7|2|3
2|1|8|8|2|4
2|1|9|9|3|1
2|1|10|10|3|2
2|1|11|11|3|3
2|1|12|12|3|4
2|1|13|13|4|1
2|1|14|14|4|2
2|1|15|15|4|3
2|1|16|16|4|4
2|1|17|17|4|4
2|1|18|18|4|4
2|1|19|19|4|4
2|1|20|20|4|4
2|1|21|21|4|4
2|1|22|22|4|4
2|1|23|23|4|4
2|1|24|24|4|4
2|1|25|25|4|4
2|1|26|26|4|4
2|1|27|27|4|4
2|1|28|28|4|4
2|1|29|29|4|4
2|1|30|30|4|4
2|1|31|31|4|4
2|1|32|32|4|4
2|1|33|33|4|4
2|1|34|34|4|4
2|1|35|35|4|4
2|1|36|36|4|4
2|1|37|37|4|4
2|1|38|38|4|4
2|1|39|39|4|4
2|1|40|40|4|4
2|1|41|41|4|4
2|1|42|42|4|4
2|1|43|43|4|4
2|1|44|44|4|4
2|1|45|45|4|4
2|1|46|46|4|4
2|1|47|47|4|4
2|1|48|48|4|4
2|1|49|49|4|4
2|1|50|50|4|4
2|1|51|51|4|4
2|1|52|52|4|4
2|1|53|53|4|4
2|1|54|54|4|4
2|1|55|55|4|4
2|1|56|56|4|4
2|1|57|57|4|4
2|1|58|58|4|4
2|1|59|59|4|4
2|1|60|60|4|4
2|1|61|61|4|4
2|1|62|62|4|4
2|1|63|63|4|4
2|1|64|64|4|4
2|1|65|65|4|4
2|1|66|66|4|4
2|1|67|67|4|4
2|1|68|68|4|4
2|1|69|69|4|4
2|1|70|70|4|4
2|1|71|71|4|4
2|1|72|72|4|4
2|1|73|73|4|4
2|1|74|74|4|4
2|1|75|75|4|4
2|1|76|76|4|4
2|1|77|77|4|4
2|1|78|78|4|4
2|1|79|79|4|4
2|1|80|80|4|4
2|1|81|81|4|4
2|1|82|82|4|4
2|1|83|83|4|4
2|1|84|84|4|4
2|1|85|85|4|4
2|1|86|86|4|4
2|1|87|87|4|4
2|1|88|88|4|4
2|1|89|89|4|4
2|1|90|90|4|4
2|1|91|91|4|4
2|1|92|92|4|4
2|1|93|93|4|4
2|1|94|94|4|4
2|1|95|95|4|4
2|1|96|96|4|4
2|1|97|96|4|4
2|1|98|96|4|4
2|1|99|96|4|4
2|1|100|96|4|4
2|1|101|96|4|4
2|1|102|96|4|4
2|1|103|96|4|4
2|1|104|96|4|4
2|2|1|1|1|1
2|2|2|2|1|2
2|2|3|3|1|3
2|2|4|4|1|4
2|2|5|5|2|1
2|2|6|6|2|2
2|2|7|7|2|3
2|2|8|8|2|4
2|2|9|9|3|1
2|2|10|10|3|2
2|2|11|11|3|3
2|2|12|12|3|4
2|2|13|13|4|1
2|2|14|14|4|2
2|2|15|15|4|3
2|2|16|16|4|4
2|2|17|17|4|4
2|2|18|18|4|4
2|2|19|19|4|4
2|2|20|20|4|4
2|2|21|21|4|4
2|2|22|22|4|4
2|2|23|23|4|4
2|2|24|24|4|4
2|2|25|25|4|4
2|2|26|26|4|4
2|2|27|27|4|4
2|2|28|28|4|4
2|2|29|29|4|4
2|2|30|30|4|4
2|2|31|31|4|4
2|2|32|32|4|4
2|2|33|33|4|4
2|2|34|34|4|4
2|2|35|35|4|4
2|2|36|36|4|4
2|2|37|37|4|4
2|2|38|38|4|4
2|2|39|39|4|4
2|2|40|40|4|4
2|2|41|41|4|4
2|2|42|42|4|4
2|2|43|43|4|4
2|2|44|44|4|4
2|2|45|45|4|4
2|2|46|46|4|4
2|2|47|47|4|4
2|2|48|48|4|4
2|2|49|49|4|4
2|2|50|50|4|4
2|2|51|51|4|4
2|2|52|52|4|4
2|2|53|53|4|4
2|2|54|54|4|4
2|2|55|55|4|4
2|2|56|56|4|4
2|2|57|57|4|4
2|2|58|58|4|4
2|2|59|59|4|4
2|2|60|60|4|4
2|2|61|61|4|4
2|2|62|62|4|4
2|2|63|63|4|4
2|2|64|64|4|4
2|2|65|65|4|4
2|2|66|66|4|4
2|2|67|67|4|4
2|2|68|68|4|4
2|2|69|69|4|4
2|2|70|70|4|4
2|2|71|71|4|4
2|2|72|72|4|4
2|2|73|73|4|4
2|2|74|74|4|4
2|2|75|75|4|4
2|2|76|76|4|4
2|2|77|77|4|4
2|2|78|78|4|4
2|2|79|79|4|4
2|2|80|80|4|4
2|2|81|81|4|4
2|2|82|82|4|4
2|2|83|83|4|4
2|2|84|84|4|4
2|2|85|85|4|4
2|2|86|86|4|4
2|2|87|87|4|4
2|2|88|88|4|4
2|2|89|89|4|4
2|2|90|90|4|4
2|2|91|91|4|4
2|2|92|92|4|4
2|2|93|93|4|4
2|2|94|94|4|4
2|2|95|95|4|4
2|2|96|96|4|4
2|2|97|96|4|4
2|2|98|96|4|4
2|2|99|96|4|4
2|2|100|96|4|4
2|2|101|96|4|4
2|2|102|96|4|4
2|2|103|96|4|4
2|2|104|96|4|4
